id,skill_name,date_created,date_updated
28243,CREATING,2018-05-03 00:20:11.914251+00,2018-05-03 00:20:11.914313+00
28244,EXECUTING INTEGRATED SEOFOCUSED DIGITAL EFFORTS VIA SOCIAL MEDIA,2018-05-03 00:20:12.343756+00,2018-05-03 00:20:12.343817+00
28245,OTHER ONLINE PROPERTIES,2018-05-03 00:20:12.809667+00,2018-05-03 00:20:12.809714+00
28246,IMPLEMENT CORPORATE HEALTH STRATEGIES,2018-05-03 00:20:13.234788+00,2018-05-03 00:20:13.234847+00
28247,INITIATIVES,2018-05-03 00:20:13.654159+00,2018-05-03 00:20:13.654218+00
28248,IMPLEMENT RELEVANT CARE PLANS,2018-05-03 00:20:14.084039+00,2018-05-03 00:20:14.084098+00
28249,TRIAGE PATIENTS BASED ON CLINICAL ASSESSMENT,2018-05-03 00:20:14.514464+00,2018-05-03 00:20:14.514525+00
28250,INTRA VENOUS PUMP MANAGEMENT,2018-05-03 00:20:14.942798+00,2018-05-03 00:20:14.942854+00
28251,PROFICIENT AT WORD,2018-05-03 00:20:15.446749+00,2018-05-03 00:20:15.446797+00
28252,VIDEO EDITING SOFTWARE,2018-05-03 00:20:15.878876+00,2018-05-03 00:20:15.878927+00
28253,VIDEO EDITING SOFTWARE I,2018-05-03 00:20:16.306934+00,2018-05-03 00:20:16.306995+00
28254,LEVEL HEADED,2018-05-03 00:29:43.39873+00,2018-05-03 00:29:43.398786+00
28255,ADAPTIVE,2018-05-03 00:29:43.862587+00,2018-05-03 00:29:43.862684+00
28256,ASTUTE,2018-05-03 00:29:44.263438+00,2018-05-03 00:29:44.263479+00
28257,REASSESS FREQUENTLY TO MEET GOALS,2018-05-03 00:29:44.692713+00,2018-05-03 00:29:44.692756+00
28258,SPHYGMOMANOMETER IV INSERTION,2018-05-03 00:30:59.017216+00,2018-05-03 00:30:59.017275+00
28259,BLOOD DRAWS VITAL SIGNS,2018-05-03 00:30:59.407315+00,2018-05-03 00:30:59.407412+00
28260,PHYSICAL ASSESSMENTSINTERVENTIONS HOYER LIFT,2018-05-03 00:30:59.814017+00,2018-05-03 00:30:59.814078+00
28261,FOLEY CATHETER ADMINISTRATION,2018-05-03 00:31:00.242181+00,2018-05-03 00:31:00.242241+00
28262,IN MANAGING PATIENT CARE SPLINTING,2018-05-03 00:31:00.671264+00,2018-05-03 00:31:00.671314+00
28263,OSTOMY CARE STAPLES,2018-05-03 00:31:01.19816+00,2018-05-03 00:31:01.19822+00
28264,TRACH CARE PEGTUBEGTUBEJTUBE,2018-05-03 00:31:01.707958+00,2018-05-03 00:31:01.708019+00
28279,MARKET RESEARCH YEARS,2018-05-03 00:36:43.98747+00,2018-05-03 00:36:43.987513+00
28280,COMPETITIVE ANALYSIS YEAR,2018-05-03 00:36:44.518004+00,2018-05-03 00:36:44.518053+00
28281,COLD CALLING YEARS,2018-05-03 00:36:45.065627+00,2018-05-03 00:36:45.065685+00
28282,LINKS HTTPSWWWLINKEDINCOMINKAYLEECLAYTON,2018-05-03 00:36:45.518148+00,2018-05-03 00:36:45.518195+00
28283,SOUND KNOWLEDGE OF HUMAN BIOLOGY,2018-05-03 00:37:21.649441+00,2018-05-03 00:37:21.649484+00
28284,MODERN TRENDS OF COSMETIC MEDICINES,2018-05-03 00:37:22.081495+00,2018-05-03 00:37:22.081543+00
28285,ABILITY TO MAKE PATIENTS COMFORTABLE,2018-05-03 00:37:22.497026+00,2018-05-03 00:37:22.497083+00
28286,EXPLAIN TREATMENT PROCEDURE IN SIMPLE LANGUAGE,2018-05-03 00:37:22.919988+00,2018-05-03 00:37:22.920047+00
28287,POSSESS FOLLOWUP,2018-05-03 00:37:23.323233+00,2018-05-03 00:37:23.323292+00
28288,CONSULTATIVE SKILLS,2018-05-03 00:37:23.76347+00,2018-05-03 00:37:23.76353+00
28289,POSSESSES PROACTIVE APPROACH,2018-05-03 00:37:24.301615+00,2018-05-03 00:37:24.301684+00
28290,EMOTIONAL RESILIENCE,2018-05-03 00:37:24.752891+00,2018-05-03 00:37:24.752947+00
28291,POSSESSES THE APPROPRIATE MENTAL RESOURCES FOR A SITUATION OR TASK,2018-05-03 00:37:25.197443+00,2018-05-03 00:37:25.197502+00
28292,MULTITASKING ABILITIES,2018-05-03 00:37:25.624548+00,2018-05-03 00:37:25.624607+00
28293,SUPERIOR PERFORMANCE IN FAST PACED ENVIRONMENT,2018-05-03 00:37:26.072511+00,2018-05-03 00:37:26.072571+00
28294,FLEXIBILITY WITH SCHEDULING,2018-05-03 00:37:26.508406+00,2018-05-03 00:37:26.50845+00
28295,COMPASSIONATE ABOUT HELPING OTHERS,2018-05-03 00:37:26.912928+00,2018-05-03 00:37:26.912986+00
28296,PATIENTS IN NEED,2018-05-03 00:37:27.322733+00,2018-05-03 00:37:27.322794+00
28299,ALLERGY INJECTIONS YEARS,2018-05-03 00:47:56.227693+00,2018-05-03 00:47:56.227735+00
28300,ALLERGY TEATING YEARS,2018-05-03 00:47:56.627652+00,2018-05-03 00:47:56.627711+00
28312,PROFICIENT USE OF MS WORD,2018-05-03 01:04:43.012819+00,2018-05-03 01:04:43.012879+00
28201,MEDI PORTS YEARS,2018-05-02 23:16:40.036459+00,2018-05-02 23:16:40.036502+00
28202,PSYCHOLOGY NURSING YEARS,2018-05-02 23:16:40.461062+00,2018-05-02 23:16:40.461124+00
28203,QUALIFIED LAB RESULT EVALUATOR STRONG CLINICAL JUDGMENT,2018-05-02 23:16:40.951723+00,2018-05-02 23:16:40.951768+00
28204,ACUTE CARE EXPERTISE PALLIATIVE CARE AWARENESS,2018-05-02 23:16:41.359343+00,2018-05-02 23:16:41.359404+00
28205,ONCOLOGY AUTHORITY SUCCESSFULLY DIRECTS STAFF MEETINGS,2018-05-02 23:16:42.019408+00,2018-05-02 23:16:42.019504+00
28206,HIGH LEVEL OF AUTONOMY PATIENTFAMILY FOCUSED,2018-05-02 23:16:42.522372+00,2018-05-02 23:16:42.522434+00
28207,INDEPTH KNOWLEDGE OF INTRAVENOUS THERAPY PROFESSIONAL BEDSIDE MANNER,2018-05-02 23:16:43.082557+00,2018-05-02 23:16:43.082618+00
28208,ADEPT AT PRIORITIZINGMANAGING DEADLINES TRACHEOTOMY CARE,2018-05-02 23:16:43.603531+00,2018-05-02 23:16:43.603592+00
28209,FOLEY CATHETER INSERTIONREMOVAL FAMILIARITY PATIENT,2018-05-02 23:16:43.999504+00,2018-05-02 23:16:43.999565+00
28211,COMDISCO COMPAS,2018-05-02 23:18:00.722717+00,2018-05-02 23:18:00.722766+00
28212,RESPIRATORY TREATMENTS YEARS,2018-05-02 23:25:32.428762+00,2018-05-02 23:25:32.428825+00
28213,CATHETER PLACEMENT,2018-05-02 23:25:32.796627+00,2018-05-02 23:25:32.79669+00
28214,DIABETIC CARE YEARS,2018-05-02 23:25:33.172571+00,2018-05-02 23:25:33.172615+00
28215,EDUCATIONTEACHING YEARS,2018-05-02 23:25:33.634247+00,2018-05-02 23:25:33.634289+00
28224,STAFF NURSE MEDSURG,2018-05-03 00:19:13.732596+00,2018-05-03 00:19:13.732658+00
28225,CHARGE NURSE 50 BED,2018-05-03 00:19:14.191375+00,2018-05-03 00:19:14.191438+00
28226,CHARGE NURSE IN IMÇ,2018-05-03 00:19:14.612987+00,2018-05-03 00:19:14.61305+00
28227,TELEMENTRY MONITORING,2018-05-03 00:19:15.023882+00,2018-05-03 00:19:15.023943+00
28228,CARDIAC MEDS,2018-05-03 00:19:15.455447+00,2018-05-03 00:19:15.455509+00
28229,IN PATIENT HOSPICE CARE,2018-05-03 00:19:15.90734+00,2018-05-03 00:19:15.907381+00
28230,TRANSFUSIONS,2018-05-03 00:19:16.284489+00,2018-05-03 00:19:16.2846+00
28231,POST OP PTS,2018-05-03 00:19:16.689141+00,2018-05-03 00:19:16.689211+00
28232,CARE OF DEMENTISALZHEIMERS PTS,2018-05-03 00:19:17.046616+00,2018-05-03 00:19:17.046678+00
28233,ARRANGEMENTS TO TRANSFER PTS TO ANOTHER MEDICAL FACILITY FOR HIGHER LEVEL OF CARE,2018-05-03 00:19:17.403707+00,2018-05-03 00:19:17.403771+00
28234,DEPENDABLE GOOD POSITIVE WORK ETHIC ANDGOOD PROFESSIONAL COMMUNICATIONS WITH PT,2018-05-03 00:19:17.780181+00,2018-05-03 00:19:17.780222+00
28235,EXCELLENT COMMUNICATION IV,2018-05-03 00:19:26.239374+00,2018-05-03 00:19:26.239417+00
28265,PERFORM ADMISSION,2018-05-03 00:32:56.115433+00,2018-05-03 00:32:56.115498+00
28266,PERFORM ASSESSMENT,2018-05-03 00:32:56.4732+00,2018-05-03 00:32:56.47324+00
28267,CARRY OUT DOCTORS ORDER,2018-05-03 00:32:56.814631+00,2018-05-03 00:32:56.814692+00
28268,MAKE ORDER REQUESTS FROM THE DOCTORS,2018-05-03 00:32:57.196329+00,2018-05-03 00:32:57.196389+00
28269,PREPARE PATIENTS FOR PROCEDURES,2018-05-03 00:32:57.629131+00,2018-05-03 00:32:57.629192+00
28270,PERFORM POST PROCEDURE CARE,2018-05-03 00:32:57.998282+00,2018-05-03 00:32:57.998343+00
28271,ADVANCED CARDIC LIFE SUPPORT,2018-05-03 00:33:42.305892+00,2018-05-03 00:33:42.305954+00
28272,PEDIATRIC ADVANCED LIFE SUPPORT,2018-05-03 00:33:42.668415+00,2018-05-03 00:33:42.668476+00
28273,TRAUMA NURSE YEARS,2018-05-03 00:33:43.017825+00,2018-05-03 00:33:43.017886+00
28274,I WANT TO UTILIZE MY NURSING,2018-05-03 00:33:43.393167+00,2018-05-03 00:33:43.39323+00
28275,COMMUNICATION SKILLS TO DELIVER QUALITY CARE,2018-05-03 00:33:43.758189+00,2018-05-03 00:33:43.758252+00
28276,SERVICE TO THE POPULATION SERVED BY OUR FACILITY,2018-05-03 00:33:44.137578+00,2018-05-03 00:33:44.137647+00
28277,ADDITIONALLY,2018-05-03 00:33:44.513591+00,2018-05-03 00:33:44.513651+00
28278,TO BUILD UPON MY EXISTING KNOWLEDGE BASE OF NURSING AN LEADERSHIP SKILLS TO BECOME A PRODUCTIVE AN VITAL MEMBER OF YOUR TEAM,2018-05-03 00:33:44.869034+00,2018-05-03 00:33:44.869098+00
28297,ENGLISHSPANISH YEARS,2018-05-03 00:40:51.55452+00,2018-05-03 00:40:51.554566+00
28298,SKILLS YEARS,2018-05-03 00:40:51.939122+00,2018-05-03 00:40:51.939173+00
28301,❖ MEDICAL TERMINOLOGY KNOWLEDGE,2018-05-03 00:49:27.759904+00,2018-05-03 00:49:27.759948+00
28302,❖ NEONATAL RESUSCITATION PROGRAM,2018-05-03 00:49:28.135456+00,2018-05-03 00:49:28.135547+00
28303,❖ NURSE REFRESHER PROGRAM AT PROFESSIONAL HEALTHCARE EDUCATION SERVICES INC,2018-05-03 00:49:28.513692+00,2018-05-03 00:49:28.513754+00
28304,MICROSOFT YEAR,2018-05-03 00:57:39.90405+00,2018-05-03 00:57:39.904112+00
28305,I HAVE ADULT PEDIATRIC EXPERIENCEI KNOW HOW TO HANDLE VENTS EKGPCAS ETC,2018-05-03 00:57:40.23856+00,2018-05-03 00:57:40.238621+00
28306,IM FLEXIBLE,2018-05-03 00:57:40.584892+00,2018-05-03 00:57:40.584953+00
28307,WORK AS A TEAM,2018-05-03 00:57:40.935559+00,2018-05-03 00:57:40.935651+00
28308,EXCELL,2018-05-03 00:59:02.70774+00,2018-05-03 00:59:02.707781+00
28309,TPA ADMINISTRATION,2018-05-03 00:59:53.234075+00,2018-05-03 00:59:53.234135+00
28310,DKA PROTOCOL,2018-05-03 00:59:53.660101+00,2018-05-03 00:59:53.660158+00
28311,PRECEPTOR TO STUDENTS,2018-05-03 00:59:54.36665+00,2018-05-03 00:59:54.366734+00
28317,ACCOUBTABLE FOR ACTIONS,2018-05-03 01:12:41.372856+00,2018-05-03 01:12:41.372958+00
28318,PAY ATTENTUON TO DETAIL YEARS,2018-05-03 01:12:41.788484+00,2018-05-03 01:12:41.788546+00
28319,IAPOSM REALLY LOOKING FOR SOMETHING NEW IN NURSING,2018-05-03 01:12:42.236465+00,2018-05-03 01:12:42.236522+00
28320,IAPOSM LOOKING FOR A DAY JOB WHERE I CAN BE AT HOME AT NIGHT BUT STILL ABLE TO MAKE A LIVING WHERE I DONAPOST HAVE TO WORK TWO JOBS,2018-05-03 01:12:42.621952+00,2018-05-03 01:12:42.622015+00
28321,MEDICATIONS ADMINISTRATION,2018-05-03 01:13:21.498827+00,2018-05-03 01:13:21.498876+00
28322,PATIENT EXAMINATIONS,2018-05-03 01:13:21.930245+00,2018-05-03 01:13:21.930307+00
28323,VITAL SIGNS MEASUREMENT,2018-05-03 01:13:22.343184+00,2018-05-03 01:13:22.343246+00
28324,LAB VALUES SOLICITED,2018-05-03 01:13:22.764114+00,2018-05-03 01:13:22.764155+00
28325,SUPPLEMENTAL FEEDBACK,2018-05-03 01:13:23.17135+00,2018-05-03 01:13:23.171411+00
28326,INTERDISCIPLINARY HEALTH CARE TEAM BASIC DATA COLLECTION,2018-05-03 01:13:23.560782+00,2018-05-03 01:13:23.560845+00
28327,EAGER,2018-05-03 01:16:24.795231+00,2018-05-03 01:16:24.795284+00
28328,READY TO START UPON REQUEST,2018-05-03 01:16:25.171375+00,2018-05-03 01:16:25.171436+00
28329,BLOOD GLUCOSE TESTING DEVICES,2018-05-03 01:17:44.747265+00,2018-05-03 01:17:44.74731+00
28330,CAP CHANGE,2018-05-03 01:17:45.293421+00,2018-05-03 01:17:45.293483+00
28331,CENTRAL LINE DRESSING,2018-05-03 01:17:45.705691+00,2018-05-03 01:17:45.705736+00
28332,DRY STERILE DRESSING APPLICATION,2018-05-03 01:17:46.189974+00,2018-05-03 01:17:46.190058+00
28333,INTRAMUSCULAR INJECTIONS IV THERAPY,2018-05-03 01:17:46.660781+00,2018-05-03 01:17:46.660821+00
28334,LAB TESTING,2018-05-03 01:17:47.078773+00,2018-05-03 01:17:47.078868+00
28335,MAINTAINING PATIENT CHARTS,2018-05-03 01:17:47.498441+00,2018-05-03 01:17:47.498484+00
28336,MANAGEMENT OF OPEN WOUNDS,2018-05-03 01:17:47.890808+00,2018-05-03 01:17:47.890869+00
28337,MATERNAL CARE,2018-05-03 01:17:48.312874+00,2018-05-03 01:17:48.312936+00
28338,PATIENT EVALUATION,2018-05-03 01:17:48.792666+00,2018-05-03 01:17:48.792713+00
28339,PATIENT HISTORY,2018-05-03 01:17:49.152867+00,2018-05-03 01:17:49.152927+00
28340,SUCTIONING OF THE TRACHEOTOMY TUBE,2018-05-03 01:17:49.679193+00,2018-05-03 01:17:49.679237+00
28341,TELEMETRY CARE,2018-05-03 01:17:50.124453+00,2018-05-03 01:17:50.124525+00
28342,LIPIDS,2018-05-03 01:17:50.540466+00,2018-05-03 01:17:50.540533+00
28343,TRANSPARENT WOUND DRESSINGS,2018-05-03 01:17:50.956517+00,2018-05-03 01:17:50.956558+00
28344,URINE TESTING,2018-05-03 01:17:51.347763+00,2018-05-03 01:17:51.347826+00
28345,WET STERILE DRESSING,2018-05-03 01:17:51.745101+00,2018-05-03 01:17:51.745149+00
28346,WITHDRAWAL OF BLOOD SAMPLES,2018-05-03 01:17:52.121355+00,2018-05-03 01:17:52.121415+00
28347,WOUND IRRIGATION YEARS,2018-05-03 01:17:52.469737+00,2018-05-03 01:17:52.469798+00
28348,ACCURACY YEARS,2018-05-03 01:19:34.907574+00,2018-05-03 01:19:34.907624+00
28352,RELEVANT KNOWLEDGE AND EXPERIENCE,2018-05-03 01:22:23.55544+00,2018-05-03 01:22:23.555482+00
28353,CHEST,2018-05-03 01:22:23.920909+00,2018-05-03 01:22:23.920972+00
28354,GASTRO TUBES,2018-05-03 01:22:24.284195+00,2018-05-03 01:22:24.284242+00
28355,CAST,2018-05-03 01:22:24.634777+00,2018-05-03 01:22:24.634838+00
28356,PIN,2018-05-03 01:22:25.015725+00,2018-05-03 01:22:25.015787+00
28357,TRACTION CARE,2018-05-03 01:22:25.374747+00,2018-05-03 01:22:25.374808+00
28358,ALL TYPES OF IV LINES,2018-05-03 01:22:25.773115+00,2018-05-03 01:22:25.773185+00
28359,RENAL IO CATHETERIZATION,2018-05-03 01:22:26.154227+00,2018-05-03 01:22:26.154271+00
28360,REHABILITATION SUPPORT FUNCTIONS,2018-05-03 01:22:26.561192+00,2018-05-03 01:22:26.561238+00
28361,PSYCHIATRIC BASIC CARE,2018-05-03 01:22:26.919261+00,2018-05-03 01:22:26.919322+00
28362,SKILLED FACILITY,2018-05-03 01:26:19.359694+00,2018-05-03 01:26:19.359734+00
28314,ECLINICAL WORK YEARS,2018-05-03 01:04:43.845199+00,2018-05-03 01:04:43.845246+00
28315,HIGH LEVEL OF ENERGY,2018-05-03 01:04:44.28932+00,2018-05-03 01:04:44.289371+00
28316,FLEXIBLE TO DIFFERENT SITUATIONS,2018-05-03 01:04:44.781578+00,2018-05-03 01:04:44.781619+00
28349,SCRUB CS,2018-05-03 01:20:49.816065+00,2018-05-03 01:20:49.816215+00
28350,GENERAL CASES YEARS,2018-05-03 01:20:50.239349+00,2018-05-03 01:20:50.23941+00
28351,EPIC IN DEPT KNOWLEDGE YEARS,2018-05-03 01:20:50.647395+00,2018-05-03 01:20:50.647455+00
28364,DIRECTED 100 OF HOME HEALTH COVERAGE FOR CLIENTS,2018-05-03 01:27:48.952569+00,2018-05-03 01:27:48.952694+00
28365,SUPERVISORY SKILLS ALONG WITH NURSING DUTIES,2018-05-03 01:27:49.417974+00,2018-05-03 01:27:49.418024+00
28366,MENTOR YEARS,2018-05-03 01:28:12.097945+00,2018-05-03 01:28:12.097997+00
28367,NURSING SPECIALTIES,2018-05-03 01:28:12.557333+00,2018-05-03 01:28:12.557377+00
28368,PROVATION MD,2018-05-03 01:28:13.052916+00,2018-05-03 01:28:13.052959+00
28369,PRECEPT STUDENTS,2018-05-03 01:28:13.45826+00,2018-05-03 01:28:13.458301+00
28370,MENTOR NEW HIRES ON BECOMING BETTER NEW PROFESSIONALS,2018-05-03 01:28:13.911515+00,2018-05-03 01:28:13.911643+00
28371,EXPERIENCE AS A REGISTERED NURSE FOR,2018-05-03 01:30:16.061487+00,2018-05-03 01:30:16.061546+00
28372,EXPERIENCE AS A LICENSED VOCATIONAL NURSE FOR,2018-05-03 01:30:16.444815+00,2018-05-03 01:30:16.444873+00
28373,EQUIPMENT APPLICABLE TO CRITICAL CARE NURSING,2018-05-03 01:30:16.896891+00,2018-05-03 01:30:16.896936+00
28374,GOOD MANAGEMENT,2018-05-03 01:30:17.289082+00,2018-05-03 01:30:17.289146+00
28375,PROFOUND ABILITY TO OBSERVE,2018-05-03 01:30:17.685372+00,2018-05-03 01:30:17.685426+00
28376,IDENTIFY HEALTH ISSUES BEFORE THEY ESCALATE,2018-05-03 01:30:18.099268+00,2018-05-03 01:30:18.099327+00
28377,ICU BASIC NURSING SKILLS YEARS,2018-05-03 01:31:17.774782+00,2018-05-03 01:31:17.774844+00
28419,DRIVING,2018-05-03 01:48:14.564064+00,2018-05-03 01:48:14.564127+00
28420,I AM A MULTITASKER,2018-05-03 01:48:15.013933+00,2018-05-03 01:48:15.013988+00
28421,PERSONNABLE,2018-05-03 01:48:15.470999+00,2018-05-03 01:48:15.471047+00
28422,SO EASY TO GET ALONG WITH,2018-05-03 01:48:15.928176+00,2018-05-03 01:48:15.92826+00
28423,HIGHLY MOTIVATED PROFESSIONAL WITH AN APTITUDE OF RESOLVING PROBLEMS,2018-05-03 01:48:30.451794+00,2018-05-03 01:48:30.451853+00
28424,MAINTAINING A SUPERIOR CLIENT SERVICE ATTITUDE,2018-05-03 01:48:30.907018+00,2018-05-03 01:48:30.907076+00
28425,EXTENSIVE KNOWLEDGE IN CARING SICK PATIENTS,2018-05-03 01:48:31.398632+00,2018-05-03 01:48:31.398691+00
28426,TRACKING,2018-05-03 01:48:31.838965+00,2018-05-03 01:48:31.839017+00
28427,MANAGING CASES,2018-05-03 01:48:32.296686+00,2018-05-03 01:48:32.296744+00
28428,MEDICAL CLINICAL PROCEDURES IV,2018-05-03 01:49:01.046272+00,2018-05-03 01:49:01.046323+00
28429,PEG TUBE COMPREHENSION,2018-05-03 01:49:01.510029+00,2018-05-03 01:49:01.510094+00
28430,TPN COMPUTERIZED CHARTING SPECIALIST,2018-05-03 01:49:02.021475+00,2018-05-03 01:49:02.021539+00
28431,STERILIZATION TECHNIQUES MASTERY,2018-05-03 01:49:02.659409+00,2018-05-03 01:49:02.659467+00
28432,FAMILIARITY WITH DISEASE MANAGEMENT,2018-05-03 01:49:03.135714+00,2018-05-03 01:49:03.135778+00
28433,WOUND TREATMENTCARE EXPERT,2018-05-03 01:49:03.580417+00,2018-05-03 01:49:03.580464+00
28434,SUPERVISION OF OTHER STAFF,2018-05-03 01:49:03.996604+00,2018-05-03 01:49:03.996664+00
28435,EXPERT ACUTE,2018-05-03 01:49:04.434137+00,2018-05-03 01:49:04.43418+00
28436,GASTRO ENTERAL NUTRITION EDUCATION,2018-05-03 01:49:04.919671+00,2018-05-03 01:49:04.919713+00
28437,I HAVE SUPERVISED NUMEROUS INDIVIDUALS IN MY CAREER,2018-05-03 01:51:05.265535+00,2018-05-03 01:51:05.265594+00
28438,I POSSESS A STRONG ABILITY TO REMAIN CALM IN STRESSFUL SITUATIONS,2018-05-03 01:51:05.822403+00,2018-05-03 01:51:05.822461+00
28439,I POSSESS A LOVE OF TEACHING,2018-05-03 01:51:06.290213+00,2018-05-03 01:51:06.290273+00
28440,WHICH IN TURN ALLOWS ME TO BE ABLE TO HELP INDIVIDUALS TO UNDERSTAND ON THEIR LEVEL OF UNDERSTANDING BUT THE OUTCOME ALWAYS COMPLIES WITH THE POLICIES,2018-05-03 01:51:06.871805+00,2018-05-03 01:51:06.871862+00
28441,PROCEDURES BEING TAUGHT,2018-05-03 01:51:07.506084+00,2018-05-03 01:51:07.506143+00
28442,I BELIEVE THAT LEARNING IS A DAILY PROCESS,2018-05-03 01:51:07.937276+00,2018-05-03 01:51:07.937335+00
28443,IS NEVER ENDING FOR ALL,2018-05-03 01:51:08.374271+00,2018-05-03 01:51:08.374331+00
28444,TAKE RESPONSIBILITY VERY SERIOUS,2018-05-03 01:51:08.863635+00,2018-05-03 01:51:08.863676+00
28445,I AM ABLE TO SET RAPPORT WITH ALL INDIVIDUALS,2018-05-03 01:51:09.274144+00,2018-05-03 01:51:09.274202+00
28446,SEVERAL DIFFERENT COMPUTER SYSTEMS YEARS,2018-05-03 01:51:51.978922+00,2018-05-03 01:51:51.978981+00
28450,INDEPENDENT PHLEBOTOMIST YEARS,2018-05-03 02:03:49.657551+00,2018-05-03 02:03:49.657611+00
28458,VASCULAR CARE UNDERSTANDING,2018-05-03 02:06:58.429316+00,2018-05-03 02:06:58.429365+00
28459,SKILLED CARDIAC NURSE CARE,2018-05-03 02:06:58.833937+00,2018-05-03 02:06:58.833995+00
28460,SPANISH CULTURALLY SENSITIVE,2018-05-03 02:06:59.273485+00,2018-05-03 02:06:59.273527+00
28461,ADVANCED CARDIAC LIFE SUPPORT ACLS,2018-05-03 02:06:59.683433+00,2018-05-03 02:06:59.683493+00
28462,CHEMO INFUSION,2018-05-03 02:07:00.114424+00,2018-05-03 02:07:00.114473+00
28463,CASE MANAGEMENT RELATED TO HOME HEALTH NEEDS,2018-05-03 02:07:00.565968+00,2018-05-03 02:07:00.56602+00
28464,MIX,2018-05-03 02:07:01.037443+00,2018-05-03 02:07:01.037526+00
28465,ADMINISTER CHEMOTHERAPY WHILE UNDER SUPERVISION OF PHYSICIAN,2018-05-03 02:07:01.571239+00,2018-05-03 02:07:01.571301+00
28506,DEBORAH ELAINE CROSSON,2018-05-03 02:13:59.23006+00,2018-05-03 02:13:59.23012+00
28507,RECORD PATIENTSAPOS VITAL SIGNS,2018-05-03 02:15:22.525275+00,2018-05-03 02:15:22.525336+00
28508,BLOOD GLUCOSE,2018-05-03 02:15:22.977772+00,2018-05-03 02:15:22.977828+00
28509,ASSIST PATIENTS WITH ACTIVITIES OF DAILY LIVING,2018-05-03 02:15:23.542323+00,2018-05-03 02:15:23.542382+00
28510,FOLLOW ISOLATION PRECAUTIONS,2018-05-03 02:15:23.989205+00,2018-05-03 02:15:23.989264+00
28511,INFECTION CONTROL PROCEDURES,2018-05-03 02:15:24.445395+00,2018-05-03 02:15:24.445454+00
28512,OBTAIN SAMPLE FOR URINALYSIS,2018-05-03 02:15:24.905629+00,2018-05-03 02:15:24.905688+00
28513,EXPERIENCE WITH PATIENT POSITIONING,2018-05-03 02:15:25.400032+00,2018-05-03 02:15:25.400074+00
28514,EXPERIENCE WITH JP DRAINS,2018-05-03 02:15:25.844599+00,2018-05-03 02:15:25.844658+00
28515,RECTAL TUBES,2018-05-03 02:15:26.293133+00,2018-05-03 02:15:26.293179+00
28516,PROVIDED ROVIDED BEHAVIORAL,2018-05-03 02:15:26.711481+00,2018-05-03 02:15:26.711539+00
28517,SUPERVISION FOR THOSE WITH DEMENTIA,2018-05-03 02:15:27.153042+00,2018-05-03 02:15:27.153084+00
28518,FOLLOWED INFECTION CONTROL PROCEDURES,2018-05-03 02:15:27.569216+00,2018-05-03 02:15:27.569262+00
28519,ASSISTED PATIENTS WITH ACTIVITIES OF DAILY LIVING YEAR,2018-05-03 02:15:27.977317+00,2018-05-03 02:15:27.977378+00
28520,CASE MANAGERNURSE EDUCATOR,2018-05-03 02:19:18.917217+00,2018-05-03 02:19:18.917283+00
28521,QUICKLY PROMOTED TO IN OFFICE NURSE EDUCATION AFTER 1 YEAR PERFORMING FIELD WORK BASED ON ASSESSMENT,2018-05-03 02:19:19.301529+00,2018-05-03 02:19:19.301588+00
28522,DEVELOPED NEW COMPANY POLICIES,2018-05-03 02:19:19.723577+00,2018-05-03 02:19:19.723619+00
28523,STANDARDS FOR NURSING TO RETRIEVE AUTHORIZATION,2018-05-03 02:19:20.076693+00,2018-05-03 02:19:20.076751+00
28524,REIMBURSEMENT FROM MEDICAID,2018-05-03 02:19:20.487594+00,2018-05-03 02:19:20.487681+00
28525,MANAGED CARE PROGRAMS,2018-05-03 02:19:20.897297+00,2018-05-03 02:19:20.897356+00
28526,MARKETED EFFECTIVELY,2018-05-03 02:19:21.331563+00,2018-05-03 02:19:21.331619+00
28527,GROWING AREA DESIGNATED FOR CASE LOAD,2018-05-03 02:19:21.745733+00,2018-05-03 02:19:21.745794+00
28528,ABILITY TO INCREASE CASE LOAD HOURS ON CASE BY CASE BASIS BASED ON DOCUMENTATION,2018-05-03 02:19:22.149812+00,2018-05-03 02:19:22.149871+00
28529,THROUGH GUIDANCE,2018-05-03 02:19:22.535688+00,2018-05-03 02:19:22.535735+00
28530,EPIC ELECTRONIC CHARTING SYSTEM YEARS,2018-05-03 02:20:25.965239+00,2018-05-03 02:20:25.965299+00
28531,CERNER ELECTRONIC CHARTING SYSTEM YEARS,2018-05-03 02:20:26.413006+00,2018-05-03 02:20:26.413066+00
28534,STRONG CLINICAL JUDGMENT PROBLEM RESOLUTION CAPABILITY,2018-05-03 02:20:36.380647+00,2018-05-03 02:20:36.38069+00
28535,PROFESSIONAL BEDSIDE MANNER CULTURALLY COMPETENT CARE,2018-05-03 02:20:36.811518+00,2018-05-03 02:20:36.811578+00
28536,SUCCESSFULLY DIRECTS STAFF MEETINGS PATIENT,2018-05-03 02:20:37.221787+00,2018-05-03 02:20:37.221847+00
28537,HIGH LEVEL OF AUTONOMY VENIPUNCTUREBLOOD DRAW EXPERT,2018-05-03 02:20:37.664695+00,2018-05-03 02:20:37.664737+00
28538,EXCELLENT IN COST CONTAINMENT CHEST PAIN MANAGEMENT EXPERT,2018-05-03 02:20:38.0947+00,2018-05-03 02:20:38.094759+00
28539,12LEAD EKGS,2018-05-03 02:22:23.795031+00,2018-05-03 02:22:23.795088+00
